,First_name,Second_name,Regular_price,Special_price
354,Trampki PALLADIUM,Palla Ace Cvs 77014-008-M Black,389.00,349.00
355,Tenisówki BIG STAR,FF274164 Black,119.00,99.00
356,Baleriny CLARKS,Freckle Ice 203529304 Dark Tan Lea,339.00,219.00
357,Japonki IPANEMA,Anatomica Tan Fem 81030 Black/Black 20766,59.00,
358,Trampki BIG STAR,JJ274127 White,129.00,99.00
359,Baleriny MELISSA,Sweet Love III Ad 33264 Pink 53297,349.00,239.00
360,Trekkingi SCARPA,Terra Kid 30405-213 Brown,489.00,
361,Trekkingi ELBRUS,Euberen Low Wp Wo's Navy/Minat,299.00,249.00
362,Klapki XTI,44489 Navy,129.00,
363,Japonki IPANEMA,Bossa Fem 82067 Black/Black 20766,69.00,59.00
364,Trekkingi COLUMBIA,Trailstorm Mid Waterproof BL0155 Graphite/Dusty Green 053,469.00,319.00
365,Trekkingi OLANG,Ragno.Btx Antracite/Fuxia 867,699.00,489.00
366,Japonki ROXY,ARGL100264 BRL,89.00,69.00
367,Buty EMU AUSTRALIA,Wallaby Lo Teens T10102 Charcoal,349.00,229.00
368,Trampki REFRESH,79355 Negro,179.00,119.00
369,Baleriny MACIEJKA,00903-60/00-5 Jasny Niebieski,249.00,
370,Baleriny FURLA,Chain YC82FUC-VS1000-B4L00-9-032-20-IT Ballerina i,989.00,689.00
371,Szpilki SAGAN,3130 Czarny Welur/Czarny Lakier,299.00,209.00
372,Półbuty SOLO FEMME,41410-02-I63/000-04-00 Beż,399.00,
373,Lordsy SAGAN,4723 Beżowy Lico,319.00,
374,Buty VIBRAM FIVEFINGERS,Trek Ascent Insulated 18W5301 Grey,649.00,389.00
375,Baleriny EVA MINGE,EM-23-08-001025 617,419.00,269.00
376,Lordsy KARINO,4150/090-P Czarny/Lakier,399.00,359.00
377,Trekkingi CMP,Rigel Low Trekking Shoe Kids Wp 3Q54554J Cobalto/Stone/Fire 04NG,299.00,229.00
378,Szpilki HISPANITAS,Samanta HV221896 Banana,639.00,449.00
379,Szpilki SAGAN,4722 Czarny Lakier,329.00,229.00
380,Półbuty SAGAN,4716 Czerwony Lakier Złoto,329.00,259.00
381,Szpilki ALDO,Stessy 16252255 210,449.00,309.00
382,Trekkingi NIK,05-0623-23-3-21-03 Żółty 1,319.00,239.00
383,Oxfordy WOJAS,46043-31 Czarny,379.00,269.00
384,Baleriny FURLA,Code YD83FCD-BX0540-BON00-1-004-20-IT-3500 S Bon Bon,1 229.00,859.00
385,Espadryle BIG STAR,FF274526 Black,109.00,79.00
386,Baleriny SZYDŁOWSKI,2645 793,299.00,209.00
387,Japonki GRÜNLAND,Hola CB2439-11 Bronzo,229.00,159.00
388,Trekkingi CMP,Kids Rigel Low Trekking Shoes Wp 3Q13244J B.Blue/Gecko 51AK,299.00,249.00
389,Mokasyny THE FLEXX,Penny Loafer DS22-F0518.01 Red,299.00,
390,Sandały JANA,8-28251-26 Black 001,249.00,129.00
391,Lordsy EKSBUT,2D-6373-136 Czarny,399.00,279.00
392,Japonki MELISSA,Sun Long Beach Ad 33528 Pink/Clear Pink 54105,179.00,139.00
393,Espadryle BIG STAR,JJ274892 Beige,159.00,119.00
394,Buty SALOMON,Xa Pro V8 Mid Cswp J 413449 09 W0 Black/Monument/Hawaiian Ocean,349.00,259.00
395,Trekkingi OLANG,Ragno.Btx Antracite 816,699.00,559.00
396,Trekkingi MAMMUT,Yatna II Advanced High Gtx GORE-TEX 3030-04370-0001-1040 Black,1 159.00,989.00
397,Sandały IPANEMA,Class Wish II Fem 82931 Beige/Gold 20811,119.00,
398,Kapcie KARL LAGERFELD,KL49005T Black Synth Fur,339.00,199.00
399,Oxfordy KARINO,3293/009-P Bordo,399.00,319.00
400,Japonki IPANEMA,Anatomica Tan Fem 81030 Blue/Pink 20502,69.00,59.00
401,Japonki DESIGUAL,22SSHP04 1000,159.00,129.00
402,Trampki BIG STAR,JJ274256 Navy,129.00,
403,Sneakersy BIG STAR,II274300 Black,249.00,129.00
404,Tenisówki BIG STAR,JJ274068 Red,119.00,99.00
405,Mokasyny GEOX,D Elidia B D162TB 022BC C5269 Dk Beige/Coffee,499.00,349.00
406,Sandały IPANEMA,Class Chic II Fem 83182 Black/Black 23526,129.00,
407,Szpilki SAGAN,4477 Czarny Welur Czarny Lakier,299.00,239.00
408,Baleriny EVA MINGE,EM-23-08-001025 632,419.00,269.00
409,Trampki BIG STAR,JJ274015 White,119.00,99.00
410,Baleriny MELISSA,Aura+ Jason Wu Ad 32964 Lilac/Burgundy 53905,349.00,269.00
411,Espadryle REFRESH,79784 Black,219.00,129.00
412,Buty EMU AUSTRALIA,Brumby Lo Teens T10773 Espresso,439.00,
413,Lordsy FILIPE,10646 Taupe 1,319.00,219.00
414,Tenisówki BIG STAR,JJ274172 Black,119.00,99.00
415,Sneakersy KANGAROOS,K-Air Core 39301 000 2019 Steel Grey/Jet Black,199.00,139.00
416,Lordsy TORY BURCH,Ballet Loafer 87258 River Rock 037,1 489.00,
417,Kapcie MICHAEL MICHAEL KORS,Scarlett Slipper 40R2SCFP4D Aluminium,399.00,319.00
418,Sandały IPANEMA,Vibe Sandal Fem 82429 Beige 26049,129.00,
419,Kapcie KARL LAGERFELD,KL40200 White Synth Fur,399.00,279.00
420,Buty EMU AUSTRALIA,Brumby Lo Teens T10773 Black,439.00,
421,Baleriny SOLO FEMME,36101-01-I28/000-04-00 Antracyt,299.00,209.00
422,Japonki DR. BRINKMANN,701395 Gold 82,139.00,109.00
423,Szpilki GUESS,Dafne 9 FL7DA9 LEA08 BLACK,589.00,509.00
424,Sandały IPANEMA,Class Glow 26751 Light Pink 24872,119.00,
425,Kapcie KARL LAGERFELD,KL40240 White Synth Fur,399.00,319.00
426,Lordsy VAGABOND,Delia 5307-001-20 Black,449.00,
427,Kapcie MICHAEL MICHAEL KORS,Elsie Slipper 40R2ELFP1D Optic White,439.00,349.00
428,Trampki BIG STAR,JJ274003 Black,119.00,99.00
429,Baleriny SERGIO BARDI,WFA1572-2Z-SB Beige,249.99,169.99
430,Sneakersy BIG STAR,JJ274A014 Black,229.00,159.00
431,Szpilki R.POLAŃSKI,0808 Żółty Zamsz,389.00,229.00
432,Mokasyny SERGIO BARDI,RST-MARA-05SB White,259.99,
433,Buty EMU AUSTRALIA,Brumby Lo Teens T10773 Charcoal,439.00,
434,Mokasyny GINO ROSSI,10801 Yellow,299.99,239.99
435,Oxfordy KARINO,3882/009-P Bordo,389.00,329.00
436,Oxfordy PIKOLINOS,W4F-4994 Brandy,499.00,399.00
437,Lordsy EVA MINGE,EM-41-09-001081 146,449.00,339.00
438,Szpilki SOLO FEMME,75403-38-A19/E45-04-00 Czarny 1,399.00,
439,Trampki CROSS JEANS,JJ2R4012C Navy,99.00,
440,Baleriny EDEO,3864-741 Czarny,279.00,219.00
441,Sandały CARINII,B6009 353-000-000-000,259.00,129.00
442,Mokasyny NESSI,21130 Niebieski 194,319.00,219.00
443,Szpilki R.POLAŃSKI,A-001 Czerwony Lico,389.00,349.00
444,Szpilki GUESS,Gavi11 FL7G11 FAL08 BROCR,689.00,479.00
445,Szpilki CAPRICE,9-22403-27 Curcuma Suede 624,249.00,199.00
446,Tenisówki BIG STAR,JJ274066 Black,119.00,99.00
447,Szpilki GUESS,Gavi10 FL7G10 PAF08 BLACK,689.00,489.00
448,Lordsy SAGAN,4715 Czarny Welur,329.00,
449,Szpilki R.POLAŃSKI,0758 Czarny,349.00,309.00
450,Szpilki GUESS,Dafne 11 FL7D10 PAF08 NATU,589.00,449.00
451,Baleriny SERGIO BARDI,RST-ANONIMA-11 Black,199.99,
452,Lordsy GINO ROSSI,7312 Yellow,349.99,
453,Japonki IPANEMA,Bossa Soft V Fem 82840 Black/Black 20766,89.00,71.00
454,Kapcie KARL LAGERFELD,KL40240 Black Synth Fur,399.00,249.00
455,Espadryle BIG STAR,JJ274870 White,139.00,119.00
456,Półbuty SAGAN,4716 Czarny Lakier,329.00,
457,Sandały HELIOS,266.02 Beż,209.00,149.00
458,Baleriny R.POLAŃSKI,0943 Srebrny Kryształ 1,379.00,269.00
459,Sandały IPANEMA,Class Lux Ad 26678 Black/Pink 22267,159.00,
460,Baleriny R.POLAŃSKI,0727 Czarny Zamsz,349.00,219.00
461,Trampki LEE COOPER,LCW-22-31-0844LA Pink,119.00,
462,Kapcie DKNY,Palz K2128405 Camel Multi CLQ,489.00,249.00
463,Szpilki TAMARIS,1-22414-28 Muscat 311,349.00,279.00
464,Baleriny BALDACCINI,1665000 Brąz Bbr/K,289.00,199.00
465,Tenisówki BIG STAR,FF276042 Navy,129.00,99.00
466,Szpilki GUESS,Gavi 9 FL7GA9 LEA08 BLACK,689.00,489.00
467,Tenisówki LEVI'S®,233013-733-51 Regular White,179.00,159.00
468,Oxfordy EKSBUT,28-5206-121-1G Czarny,339.00,269.00
469,Oxfordy BALDACCINI,1670000 Cashmir Silver/P,399.00,
470,Lordsy SERGIO BARDI,RST-ZAXA-08SB Black,259.99,199.99
471,Kapcie EMU AUSTRALIA,Wobbegong W12316 Black,439.00,259.00
472,Tenisówki BIG STAR,HH274060 Pink,119.00,89.00
473,Japonki IPANEMA,Maxi Fashion II Fem 82120 Black/Silver 20728,109.00,
474,Mokasyny FILIPE,4097 Marinho 2,279.00,199.00
475,Lordsy EVA LONGORIA,EL-13-04-000469 636,469.00,229.00
476,Trampki MUSTANG,44C0050 Gelb,179.00,129.00
477,Espadryle BIG STAR,FF274532 Blue,109.00,89.00
478,Szpilki RYŁKO,9UNE5 Czarny 4SI,299.99,
479,Baleriny R.POLAŃSKI,0727 Czarny Lico,349.00,219.00
480,Lordsy EKSBUT,2D-6375-L5 Beżowy,389.00,269.00
481,Oxfordy KARINO,3029/090-P Czarny,399.00,
482,Espadryle BIG STAR,HH274506 White,109.00,99.00
483,Trampki CROSS JEANS,JJ2R4019C Black,129.00,89.00
484,Lordsy WOJAS,46092-51 Czarny,359.00,
485,Szpilki WOJAS,9361-55 Czerwony,349.00,279.00
486,Tenisówki BIG STAR,HH274053 Red,159.00,99.00
487,Szpilki SOLO FEMME,75403-88-K78/000-04-00 Rudy,399.00,359.00
488,Szpilki RYŁKO,9SNE6_T4 Czarny 4NP,279.99,
489,Trampki OMENAA FOUNDATION,WP40-STAR-B Cobalt Blue,119.99,
490,Szpilki SERGIO BARDI,WYL2142-22Z Camel,319.99,219.99
491,Tenisówki LEVI'S®,234188-643-17 Navy Blue,219.00,159.00
492,Szpilki SOLO FEMME,14407-11-I85/000-04-00 Czerwony,399.00,
493,Lordsy GINO ROSSI,V120-03 Black,329.99,259.99
494,Lordsy HÖGL,3-101732 Almond 2800,649.00,449.00
495,Oxfordy OLEKSY,594/116 Czarny,349.00,249.00
496,Lordsy SAGAN,4767 Beżowy Lico,319.00,259.00
497,Lordsy TOMMY HILFIGER,Feminine Flat Loafer FW0FW06161 Cryslat Coral XKL,539.00,379.00
498,Sandały NIK,07-0372-02-7-04-03 Rudy,209.00,169.00
499,Sandały RIEKER,V5051-14 Blau,259.00,159.00
500,Lordsy CAPRICE,9-24204-28 Denim Suede 886,279.00,219.00
501,Japonki TOM TAILOR,809390200 Camel,159.99,109.00
502,Lordsy GABOR,82.434.40 Pesco (Uni),449.00,359.00
503,Baleriny RYŁKO,0GMU3_EQ Brudny Róż 5RS,279.99,
504,Japonki ROXY,ARJL100958 WPW,69.00,59.00
505,Mokasyny GEOX,D Vega Moc A D25DNA 00085 C1000 White,429.00,339.00
506,Mokasyny NESSI,22173 Czarny 711,389.00,269.00
507,Szpilki EVA MINGE,EM-44-11-001407 114,449.00,
508,Japonki TOMMY JEANS,Flag Eva Beach Sandal EN0EN01816 Twillight Navy C87,159.00,99.00
509,Półbuty LASOCKI,WYL2963-2Z Bullywood,219.99,169.99
510,Lordsy GINO ROSSI,E22-28010LM Black,299.99,239.99
511,Espadryle BIG STAR,JJ274959 White,149.00,119.00
512,Szpilki SOLO FEMME,34201-67-G64/E45-04-00 Czarny,399.00,359.00
513,Szpilki R.POLAŃSKI,A-001 Czerwony Zamsz,389.00,309.00
514,Oxfordy WOJAS,46095-31 Czarny,389.00,349.00
515,Szpilki EVA LONGORIA,EL-05-05-000613 152,469.00,379.00
516,Mokasyny NESSI,22172 Beż W8,349.00,239.00
517,Baleriny UNISA,Acor 22 Ks Black,389.00,309.00
518,Szpilki GUESS,Dafne10 FL7D10 PAF08 BLACK,639.00,449.00
519,Mokasyny TAMARIS,1-24205-28 Navy 805,269.00,219.00
520,Lordsy SERGIO BARDI,RST-ZAXA-11SB Black,269.99,209.99
521,Baleriny HÖGL,0-120010 Black 0100,549.00,399.00
522,Espadryle JENNY FAIRY,LS3644-45 Black,129.99,
523,Lordsy TAMARIS,1-24204-28 Ivory 418,329.00,
524,Espadryle REFRESH,79795 Black,219.00,129.00
525,Półbuty RYŁKO,6I202_T4 Czarny 14,259.99,
526,Lordsy GINO ROSSI,7309 Beige,329.99,229.99
527,Baleriny GEOX,D Annytah D D927ND 00085 C4002 Navy,429.00,269.00
528,Trampki BIG STAR,JJ274126 Black/Red,129.00,99.00
529,Baleriny MACIEJKA,00873-00/01-6 Czarny Lakier 1,249.00,199.00
530,Japonki TOMMY HILFIGER,Th Flag Mid Wedge Beach Sandal Desert Sky DW5,179.00,119.00
531,Lordsy SIMEN,5161A Beżowy,379.00,269.00
532,Lordsy GINO ROSSI,10801 Orange,299.99,239.99
533,Trampki CROSS JEANS,JJ2R4009C White,99.00,79.00
534,Szpilki R.POLAŃSKI,0808 Turkus Zamsz,389.00,269.00
535,Lordsy CAPRICE,9-24203-28 Black Naplak 017,279.00,
536,Szpilki LIU JO,Vikie 04 SA2189 PX149 Black 22222,779.00,549.00
537,Półbuty LASOCKI,RST-0137-01 Beige,219.99,
538,Mokasyny NESSI,18307 Szary W3,319.00,259.00
539,Lordsy TOMMY HILFIGER,Feminine Flat Loafer FW0FW06161 Desert Sky DW5,539.00,429.00
540,Trampki BIG STAR,JJ274122 Black/Red,119.00,99.00
541,Mokasyny FILIPE,8869 Marinho 5,299.00,209.00
542,Trampki ONLY SHOES,Onlliv-e 15253187 White,189.00,129.00
543,Lordsy SERGIO BARDI,WI16-221114-01SB Brown,329.99,197.96
544,Mokasyny THE FLEXX,Penny Loafer DS22-F0518.01-SUEDE Marine,299.00,
545,Szpilki EVA MINGE,EM-67-11-001422 103,469.00,379.00
546,Lordsy CAPRICE,9-24604-27 Red Brush 511,339.00,239.00
547,Szpilki KURT GEIGER,Bond 90 1772700309 Black,699.00,
548,Półbuty RYŁKO,6UNC0 Czarny 4JZ,279.99,
549,Tenisówki BIG STAR,JJ274099 Navy,139.00,119.00
550,Półbuty CLARKS,Kaylin Cara 2 261547024 Black Suede,429.00,309.00
551,Szpilki HÖGL,0-128004 Black 0100,649.00,469.00
552,Lordsy GINO ROSSI,10802 Blue,299.99,199.99
553,Japonki IPANEMA,Bossa Fem 82067 Brown/Bronze 20093,69.00,59.00
554,Półbuty LASOCKI,WYL2744-8Z Black,219.99,
555,Trampki CROSS JEANS,JJ2R4017C White,129.00,89.00
556,Mokasyny GINO ROSSI,10801 Green,299.99,239.99
557,Baleriny HÖGL,0-121022 Ocean 3000,549.00,339.00
558,Baleriny ECCO,Anine 20800311001 Black,549.00,
559,Lordsy GINO ROSSI,E22-28010LM Navy,299.99,239.99
560,Espadryle JENNY FAIRY,WS19432-09 Pink,89.99,
561,Tenisówki JENNY FAIRY,AL26SS-311 Beige,89.99,
562,Szpilki EVA MINGE,EM-41-09-001076 101,439.00,259.00
563,Półbuty SERGIO BARDI,WYL2963-4Z-SB Black,289.99,199.99
564,Trampki BIG STAR,FF274578 Black,149.00,119.00
565,Półbuty SZYDŁOWSKI,2446 CP-1,299.00,239.00
566,Tenisówki BIG STAR,JJ274054 White,149.00,119.00
567,Mokasyny NESSI,17130 Czarny Lico,319.00,
568,Lordsy GINO ROSSI,7306 Beige,299.99,239.99
569,Espadryle CROSS JEANS,JJ2R4015C Black,139.00,99.00
570,Szpilki R.POLAŃSKI,0808 Czarny Zamsz Złoty,389.00,
571,Mokasyny SERGIO BARDI,RST-MARA-05SB Black,259.99,
572,Espadryle BIG STAR,JJ274965 Navy,149.00,119.00
573,Baleriny WOJAS,7430-71 Czarny,329.00,259.00
574,Szpilki ELISABETTA FRANCHI,SA-57L-22E2-V490 Nero 110,2 379.00,
575,Półbuty SAGAN,4624 Bordowy Lakier/Bordowy Welur,319.00,
576,Półbuty EMPORIO ARMANI,X3E428 XF271 00002 Black,1 699.00,1 359.00
577,Kapcie NUVOLA,Classic UNCLAG683 Malaga,119.00,99.00
578,Espadryle CROSS JEANS,JJ2R4007C Black,139.00,99.00
579,Mokasyny LASOCKI,WI07-B228-B65-01 Camel,229.99,
580,Szpilki R.POLAŃSKI,0808 Biały Lico Złoty,389.00,309.00
581,Szpilki EVA LONGORIA,EL-44-05-000727 301,599.00,
582,Lordsy GINO ROSSI,7309 Blue,329.99,229.99
583,Espadryle VAGABOND,Felicia 4933-108-27 Cognac,379.00,149.00
584,Półbuty HÖGL,0-125000 Ocean 3000,549.00,389.00
585,Szpilki R.POLAŃSKI,1223 Niebieski Lico Złoty,389.00,349.00
586,Półbuty LASOCKI,WYL2744-10Z Black,219.99,
587,Espadryle BIG STAR,JJ274938 Navy,169.00,119.00
588,Espadryle BIG STAR,JJ274889 Blue,159.00,119.00
589,Lordsy GINO ROSSI,E22-28012LGS Black,279.99,189.99
590,Półbuty LASOCKI,WYL2963-1Z Red,219.99,
591,Espadryle BIG STAR,JJ274975 Beż,149.00,119.00
592,Lordsy HÖGL,3-101722 Reed 5800,599.00,419.00
593,Baleriny HÖGL,0-120012 Ocean 3000,549.00,339.00
594,Lordsy SERGIO BARDI,WI23-VINA-05SB Black,249.99,189.99
595,Baleriny UNISA,Antea Ks Fragola,399.00,319.00
596,Szpilki BALDOWSKI,D03516-3359-009 Skóra Metal Wąż Zielony B12,499.00,
597,Espadryle BIG STAR,JJ274869 Nude,139.00,119.00
598,Lordsy GINO ROSSI,E22-28010LM Green,299.99,239.99
599,Mokasyny SERGIO BARDI,EST-AMRITA-03SB Brown,269.99,179.99
600,Baleriny HÖGL,0-120012 Black 0100,499.00,349.00
601,Szpilki EVA MINGE,EM-67-11-001424 518,499.00,399.00
602,Półbuty SAGAN,4606 Rudy Welur,299.00,239.00
603,Espadryle DEEZEE,WS091-01 Black,99.99,
604,Lordsy GINO ROSSI,7309 Black,329.99,259.99
605,Lordsy SERGIO BARDI,RST-ZAXA-08SB Beige,259.99,199.99
606,Lordsy KARINO,3289/090-P Czarny/Lakier,369.00,299.00
607,Sneakersy RYŁKO,0ERM0 Beżowy/Biały/Czerwony 4RY,349.99,
608,Kapcie NUVOLA,Classic Sheep UNCLSHEP697 Cream,119.00,99.00
609,Półbuty SERGIO BARDI,WYL3022-1Z Black,299.99,229.99
610,Lordsy SIMEN,5161A Czarny/C.Nikiel,379.00,269.00
611,Espadryle BIG STAR,FF276036 Navy,129.00,119.00
612,Lordsy GINO ROSSI,22SS27 Camel,279.99,
613,Espadryle BIG STAR,FF276032 Black,129.00,99.00
614,Mokasyny RYŁKO,1MP98_X Piaskowy 7RP,329.99,
615,Lordsy EMPORIO ARMANI,X3A093 XC756 00130 Ecru,1 329.00,929.00
616,Mokasyny GINO ROSSI,22SS27 Baby Blue,279.99,219.99
617,Oxfordy SERGIO BARDI,SB-70-12-001320 301,319.00,
618,Lordsy EMPORIO ARMANI,X3A090 XF271 00002 Black,1 429.00,999.00
619,Espadryle JENNY FAIRY,WSS990-108 Blue,89.99,
620,Mokasyny NESSI,21038 Camel 711,349.00,249.00
621,Espadryle BIG STAR,JJ274940 Black,169.00,119.00
622,Espadryle BIG STAR,HH274497 Blue,119.00,99.00
623,Oxfordy KARINO,3342/090-P Czarny/Lakier,399.00,279.00
624,Espadryle JENNY FAIRY,WSS20482-02 Beige,79.99,
625,Lordsy GINO ROSSI,7309 Blue 1,329.99,229.99
626,Lordsy GINO ROSSI,22SS14 Green,299.99,239.99
627,Espadryle BIG STAR,JJ274964 White,149.00,119.00
628,Espadryle REFRESH,79180 Camel,199.00,129.00
629,Espadryle CROSS JEANS,JJ2R4004C Navy,109.00,79.00
630,Espadryle REFRESH,79258 Navy,219.00,129.00
631,Espadryle CROSS JEANS,JJ2R4014C Beige,139.00,109.00
632,Espadryle BIG STAR,HH274493 Off White,119.00,89.00
633,Espadryle CROSS JEANS,JJ2R4005C White,139.00,
634,Espadryle CROSS JEANS,JJ2R4013C White,139.00,99.00
635,Espadryle BIG STAR,HH274482 Black,129.00,99.00
636,Kapcie PANTO FINO,II267046 Zielony/Beż,119.00,99.00
637,Baleriny JENNY FAIRY,LS4193-43 Burlywood,79.99,59.99
638,Kapcie NUVOLA,Classic Bee UNBEE667 Coral,119.00,99.00
639,Lordsy JENNY FAIRY,LS5394-19 Black,119.99,
640,Baleriny LASOCKI,RST-ERICA-08 Beige,149.99,
641,Baleriny JENNY FAIRY,WSS20596-01 Black,69.99,
642,Baleriny JENNY FAIRY,WSS20596-01 Beige,69.99,
643,Baleriny CAPRICE,9-22140-08 Black Comb 019,189.00,159.00
644,Baleriny CAPRICE,9-22152-28 Creme/Black 441,229.00,169.00
645,Mokasyny SERGIO BARDI,Rst-Mara-03 Pink,179.99,139.99
646,Baleriny JENNY FAIRY,WSS20595-04 Beige,69.99,
647,Baleriny JENNY FAIRY,WYL2474-1 Black,69.99,54.99
648,Kapcie NUVOLA,Classic UNCLAG46 Water Green,119.00,99.00
649,Kapcie CALVIN KLEIN JEANS,Home Shoe Slipper W Warm Lining YW0YW00412 Black BEH,249.00,139.00
650,Kapcie GRÜNLAND,Adri CI0249-47 Blu,179.00,119.00
651,Baleriny CLARA BARSON,TS5234-01 Black,89.99,
652,Kapcie EMU AUSTRALIA,Mayberry Tie Dye Teens T12630 Green Sea/Mer Verte,259.00,139.00
653,Baleriny CAPRICE,9-22151-28 White Nappa 102,229.00,159.00
654,Kapcie EMU AUSTRALIA,Mayberry Tie Dye Teens T12630 Sunset Puroke/Violet,259.00,139.00
655,Baleriny LASOCKI,RST-IRENA-05 Yellow,149.99,119.99
656,Baleriny LASOCKI,RST-IRENA-02 Pink,149.99,
657,Mokasyny SERGIO BARDI,Rst-Mara-03 Yellow,179.99,139.99
658,Baleriny JENNY FAIRY,WSS20595-06 Black,69.99,
659,Szpilki JENNY FAIRY,LS5268-07L Black,129.99,
660,Półbuty CLARA BARSON,WS5696-01 Beige,99.99,
661,Baleriny LASOCKI,RST-IRENA-04 Dark Orange,149.99,119.99
662,Mokasyny SERGIO BARDI,Rst-Mara-03 Beige,179.99,139.99
663,Półbuty CLARA BARSON,TS5091-04 Black,99.99,
664,Baleriny LASOCKI,RST-IRENA-05 Dark Pink,149.99,119.99
665,Mokasyny SERGIO BARDI,Rst-Mara-03 Light Blue,179.99,139.99
666,Lordsy NAOMI,WYL2891-2 Black,179.99,149.00
667,Lordsy LASOCKI,RST-ZAXA-09 Beige,199.99,159.99
668,Mokasyny GINO ROSSI,10801 Dark Beige,299.99,
669,Szpilki JENNY FAIRY,LS5268-07L White,119.99,
670,Lordsy NESSI,21699 Brąz Coco,389.00,309.00
671,Kapcie MANITU,320044-05 Marine,149.00,129.00
672,Półbuty R.POLAŃSKI,1138 Beż Lico Comfort,379.00,299.00
673,Oxfordy KARINO,3904/015-P Ciemny Brąz,399.00,299.00
674,Lordsy PIKOLINOS,W4F-3802 Coral,499.00,349.00
675,Mokasyny NESSI,21038 Bordo 711,349.00,329.00
676,Lordsy BALDACCINI,1654000 Czarny Mat,379.00,299.00
677,Lordsy CAPRICE,9-24604-27 Black Brush 025,339.00,269.00
678,Lordsy GINO ROSSI,7312 Beige,349.99,
679,Lordsy EKSBUT,2D-6375-136 Czarny,389.00,309.00
680,Półbuty CLARKS,Kaylin Cara 2 261657844 Rose Suede,429.00,339.00
681,Mokasyny LASOCKI,ARC-DAGMARA-01 White,159.99,
682,Lordsy GINO ROSSI,7308 Black,349.99,279.99
683,Lordsy EVA MINGE,EM-18-06-000077 101,469.00,279.00
684,Lordsy KARINO,3691-090-P Czarny,369.00,329.00
685,Mokasyny BALDACCINI,80200-S Wąż Puder/K,299.00,
686,Lordsy HÖGL,3-101722 Almond 2800,599.00,419.00
687,Lordsy SERGIO BARDI,WI16-221114-01SB Black,329.99,259.99
688,Półbuty EVA MINGE,EM-74-11-001408 101,449.00,359.00
689,Lordsy TORY BURCH,Eleanor Loafer 84922 Perfect Black 006,1 489.00,
690,Oxfordy SERGIO BARDI,WI16-ADA-01SB Black,269.99,209.99
691,Mokasyny MARCO TOZZI,2-24600-28 Red Antic 505,199.00,
692,Lordsy GINO ROSSI,81200 Black,349.99,
693,Lordsy GINO ROSSI,7311 Beige,279.99,219.99
694,Mokasyny NESSI,22175 Beż 122,349.00,
695,Lordsy SERGIO BARDI,RST-ZAXA-08SB Camel,259.99,199.99
696,Półbuty SAGAN,4624 Szary Lakier/Szary Welur,319.00,
697,Półbuty MACIEJKA,05526-01/00-1 Czarny,339.00,
698,Lordsy SAGAN,4721 Czarny Welur,319.00,
699,Lordsy NESSI,21699 Czarny 711,389.00,309.00
700,Lordsy EVA MINGE,EM-71-10-001378 101,449.00,269.00
701,Mokasyny FILIPE,10679 Mariho 1,279.00,199.00
702,Mokasyny GO SOFT,WI23-SARA-18 Beige,179.99,139.99
703,Mokasyny LASOCKI,WI16-FORTUNA-01 Pink,169.99,
704,Lordsy GINO ROSSI,E22-28010LM Khaki,299.99,239.99
705,Lordsy BASSANO,WFA1663-1 Pink,69.99,
706,Lordsy VAGABOND,Delia 5307-340-49 Chestnut,449.00,
707,Lordsy GINO ROSSI,7310 Baby Blue,299.99,239.99
708,Lordsy SIMEN,5161A N.Zielony,389.00,269.00
709,Lordsy GINO ROSSI,E22-28012LGS Grey,279.99,189.99
710,Półbuty GINO ROSSI,3302 Beige,349.99,
711,Mokasyny NESSI,18307 Granat W2,289.00,229.00
712,Oxfordy EVA MINGE,EM-10-06-000528 302,599.00,359.00
713,Półbuty GEOX,D New Annya M. A D92CBA 00085 C9997 Black,449.00,279.00
714,Półbuty MACIEJKA,05334-01/00-1 Czarny,299.00,239.00
715,Oxfordy SERGIO BARDI,SB-82-12-001327 601,429.00,
716,Półbuty HÖGL,3-104502 Sahara,599.00,
717,Półbuty HÖGL,0-184502 Ocean 3000,549.00,439.00
718,Półbuty RYŁKO,5HMZ9_N Czarny YZ1,269.99,
719,Mokasyny BIG STAR,JJ274660 Camel,209.00,
720,Półbuty R.POLAŃSKI,0859 Czarny Lico,389.00,239.00
721,Mokasyny GINO ROSSI,10801 Black,299.99,239.99
722,Półbuty WOJAS,35044-51 Czarny,349.00,
723,Mokasyny LASOCKI,WI07-B228-B65-01 Violet,229.99,
724,Półbuty HÖGL,0-186000 Ocean 3000,549.00,399.00
725,Półbuty HÖGL,0-125004 Black 0100,499.00,349.00
726,Mokasyny GINO ROSSI,10802 Black,299.99,
727,Mokasyny FILIPE,4097 Camel,279.00,199.00
728,Półbuty BALDACCINI,1558000 Tosca Czarny,339.00,309.00
729,Półbuty LASOCKI,WYL2963-1Z Black,219.99,
730,Półbuty R.POLAŃSKI,1059 Beż Zamsz,449.00,349.00
731,Półbuty FLY LONDON,Whiz299Fly P501299000 Black,449.00,379.00
732,Oxfordy BALDACCINI,1670000 Cashmir Grey/P,399.00,
733,Mokasyny GO SOFT,WI23-SARA-18 Navy,179.99,139.99
734,Półbuty SOLO FEMME,75403-89-A19/E45-04-00 Czarny,399.00,319.00
735,Półbuty TOMMY HILFIGER,Th Mid Heel Leather Pump FW0FW06163 Black BDS,579.00,459.00
736,Półbuty CLARKS,Aubrie Sun 261587444 Black Suede,339.00,229.00
